"","Electorate","Religious_Affiliation","Religious_Fraction"
"1179","Bennelong","Affiliation_Not_Stated",0.0759582830219949
"1180","Berowra","Affiliation_Not_Stated",0.0706303053687576
"1181","Blaxland","Affiliation_Not_Stated",0.092410412634424
"1182","Bradfield","Affiliation_Not_Stated",0.0787744532151883
"1183","Calare","Affiliation_Not_Stated",0.112016268025642
"1184","Chifley","Affiliation_Not_Stated",0.0779624990510893
"1185","Cook","Affiliation_Not_Stated",0.075081618270987
"1186","Cowper","Affiliation_Not_Stated",0.103030987754282
"1187","Cunningham","Affiliation_Not_Stated",0.0811365684129232
"1188","Dobell","Affiliation_Not_Stated",0.0836064828938059
"1189","Eden-Monaro","Affiliation_Not_Stated",0.105312745709405
"1190","Farrer","Affiliation_Not_Stated",0.103768752286864
"1191","Fowler","Affiliation_Not_Stated",0.0883916339391725
"1192","Gilmore","Affiliation_Not_Stated",0.0988792576245048
"1193","Grayndler","Affiliation_Not_Stated",0.110110826483316
"1194","Greenway","Affiliation_Not_Stated",0.0747881717205572
"1195","Hughes","Affiliation_Not_Stated",0.0591451877828525
"1196","Hume","Affiliation_Not_Stated",0.0785499492176868
"1197","Hunter","Affiliation_Not_Stated",0.0908887981836271
"1198","Kingsford Smith","Affiliation_Not_Stated",0.111973581179995
"1199","Lindsay","Affiliation_Not_Stated",0.0854691102997694
"1200","Lyne","Affiliation_Not_Stated",0.0911740445422051
"1201","Macarthur","Affiliation_Not_Stated",0.0789114722529117
"1202","Mackellar","Affiliation_Not_Stated",0.0802083263240766
"1203","Macquarie","Affiliation_Not_Stated",0.0834776829587313
"1204","McMahon","Affiliation_Not_Stated",0.0738051698019832
"1205","Mitchell","Affiliation_Not_Stated",0.0573219766828067
"1206","New England","Affiliation_Not_Stated",0.1048487521403
"1207","Newcastle","Affiliation_Not_Stated",0.0808183173366111
"1208","North Sydney","Affiliation_Not_Stated",0.0947277837623664
"1209","Page","Affiliation_Not_Stated",0.105507614372718
"1210","Parkes","Affiliation_Not_Stated",0.114151747101171
"1211","Parramatta","Affiliation_Not_Stated",0.0919761700300558
"1212","Paterson","Affiliation_Not_Stated",0.0844031509824331
"1213","Reid","Affiliation_Not_Stated",0.101402284019035
"1214","Richmond","Affiliation_Not_Stated",0.115667078665646
"1215","Riverina","Affiliation_Not_Stated",0.0955755393374542
"1216","Robertson","Affiliation_Not_Stated",0.0825489332858151
"1217","Shortland","Affiliation_Not_Stated",0.0703201782921056
"1218","Sydney","Affiliation_Not_Stated",0.156798097721562
"1219","Warringah","Affiliation_Not_Stated",0.0955522523806615
"1220","Watson","Affiliation_Not_Stated",0.084196194638628
"1221","Wentworth","Affiliation_Not_Stated",0.136253074704177
"1222","Werriwa","Affiliation_Not_Stated",0.0858000456383222
"1223","Whitlam","Affiliation_Not_Stated",0.0774822695035461
"1224","Aston","Affiliation_Not_Stated",0.0733799938243468
"1225","Ballarat","Affiliation_Not_Stated",0.0944828880847731
"1226","Batman","Affiliation_Not_Stated",0.100417376700995
"1227","Bendigo","Affiliation_Not_Stated",0.105476929622219
"1228","Bruce","Affiliation_Not_Stated",0.0844080987956258
"1229","Calwell","Affiliation_Not_Stated",0.0854684836100262
"1230","Casey","Affiliation_Not_Stated",0.0852794082624715
"1231","Chisholm","Affiliation_Not_Stated",0.084970778371738
"1232","Corangamite","Affiliation_Not_Stated",0.0884967919340055
"1233","Corio","Affiliation_Not_Stated",0.100517630107929
"1234","Deakin","Affiliation_Not_Stated",0.0782805399033843
"1235","Dunkley","Affiliation_Not_Stated",0.0943291820659785
"1236","Flinders","Affiliation_Not_Stated",0.0952781143728257
"1237","Gellibrand","Affiliation_Not_Stated",0.0935052721057677
"1238","Gippsland","Affiliation_Not_Stated",0.114533009864856
"1239","Goldstein","Affiliation_Not_Stated",0.0896651696505382
"1240","Gorton","Affiliation_Not_Stated",0.0918733178558955
"1241","Higgins","Affiliation_Not_Stated",0.100498889192033
"1242","Holt","Affiliation_Not_Stated",0.0838520193731738
"1243","Hotham","Affiliation_Not_Stated",0.0826734178553959
"1244","Indi","Affiliation_Not_Stated",0.103536092108173
"1245","Isaacs","Affiliation_Not_Stated",0.0861686437152546
"1246","Jagajaga","Affiliation_Not_Stated",0.0826958054083128
"1247","Kooyong","Affiliation_Not_Stated",0.0895948390291543
"1248","La Trobe","Affiliation_Not_Stated",0.0793807536712006
"1249","Lalor","Affiliation_Not_Stated",0.0847274968854939
"1250","Mallee","Affiliation_Not_Stated",0.103988686215655
"1251","Maribyrnong","Affiliation_Not_Stated",0.0900809412499925
"1252","McEwen","Affiliation_Not_Stated",0.0850421078131012
"1253","McMillan","Affiliation_Not_Stated",0.0971266016446739
"1254","Melbourne","Affiliation_Not_Stated",0.133758083924197
"1255","Melbourne Ports","Affiliation_Not_Stated",0.136180063348247
"1256","Menzies","Affiliation_Not_Stated",0.0750136328934453
"1257","Murray","Affiliation_Not_Stated",0.106097711982169
"1258","Scullin","Affiliation_Not_Stated",0.0768310253265542
"1259","Wannon","Affiliation_Not_Stated",0.109417516371139
"1260","Wills","Affiliation_Not_Stated",0.0915183702821708
"1261","Blair","Affiliation_Not_Stated",0.100173363442704
"1262","Bonner","Affiliation_Not_Stated",0.0782899836937635
"1263","Bowman","Affiliation_Not_Stated",0.0755186721991701
"1264","Brisbane","Affiliation_Not_Stated",0.116336965939739
"1265","Capricornia","Affiliation_Not_Stated",0.112380573248408
"1266","Dawson","Affiliation_Not_Stated",0.107905292586029
"1267","Dickson","Affiliation_Not_Stated",0.0757572648871198
"1268","Fadden","Affiliation_Not_Stated",0.102376179245283
"1269","Fairfax","Affiliation_Not_Stated",0.0901520236148127
"1270","Fisher","Affiliation_Not_Stated",0.0895794985945236
"1271","Flynn","Affiliation_Not_Stated",0.111995781024902
"1272","Forde","Affiliation_Not_Stated",0.0922386400705578
"1273","Griffith","Affiliation_Not_Stated",0.100525374043477
"1274","Groom","Affiliation_Not_Stated",0.0904303198849973
"1275","Herbert","Affiliation_Not_Stated",0.100757509468868
"1276","Hinkler","Affiliation_Not_Stated",0.0967498377035762
"1277","Kennedy","Affiliation_Not_Stated",0.122012432912468
"1278","Leichhardt","Affiliation_Not_Stated",0.127102462823955
"1279","Lilley","Affiliation_Not_Stated",0.0834625905068383
"1280","Longman","Affiliation_Not_Stated",0.100533021158947
"1281","Maranoa","Affiliation_Not_Stated",0.107097396594
"1282","McPherson","Affiliation_Not_Stated",0.0936924812476498
"1283","Moncrieff","Affiliation_Not_Stated",0.11924670573743
"1284","Moreton","Affiliation_Not_Stated",0.086081570939641
"1285","Oxley","Affiliation_Not_Stated",0.108187098671634
"1286","Petrie","Affiliation_Not_Stated",0.0893500257245755
"1287","Rankin","Affiliation_Not_Stated",0.0945191717363398
"1288","Ryan","Affiliation_Not_Stated",0.0832705714230539
"1289","Wide Bay","Affiliation_Not_Stated",0.108849532956738
"1290","Wright","Affiliation_Not_Stated",0.101095009492639
"1291","Adelaide","Affiliation_Not_Stated",0.0946757871293792
"1292","Barker","Affiliation_Not_Stated",0.0980789554654787
"1293","Boothby","Affiliation_Not_Stated",0.0793562631997586
"1294","Grey","Affiliation_Not_Stated",0.11019606203754
"1295","Hindmarsh","Affiliation_Not_Stated",0.0826881244090636
"1296","Kingston","Affiliation_Not_Stated",0.0896097574167726
"1297","Makin","Affiliation_Not_Stated",0.0805013610856581
"1298","Mayo","Affiliation_Not_Stated",0.0949938375829077
"1299","Port Adelaide","Affiliation_Not_Stated",0.0812364464582097
"1300","Sturt","Affiliation_Not_Stated",0.0757086160199512
"1301","Wakefield","Affiliation_Not_Stated",0.0959146790954272
"1302","Brand","Affiliation_Not_Stated",0.108619712127586
"1303","Burt","Affiliation_Not_Stated",0.0889129829425949
"1304","Canning","Affiliation_Not_Stated",0.0966175634677679
"1305","Cowan","Affiliation_Not_Stated",0.077505456221448
"1306","Curtin","Affiliation_Not_Stated",0.0984303146359532
"1307","Durack","Affiliation_Not_Stated",0.148978895710922
"1308","Forrest","Affiliation_Not_Stated",0.103540685398733
"1309","Fremantle","Affiliation_Not_Stated",0.098161942666595
"1310","Hasluck","Affiliation_Not_Stated",0.103811287649868
"1311","Moore","Affiliation_Not_Stated",0.0729298863522936
"1312","O'Connor","Affiliation_Not_Stated",0.129686610415614
"1313","Pearce","Affiliation_Not_Stated",0.105241440777276
"1314","Perth","Affiliation_Not_Stated",0.113740907676932
"1315","Stirling","Affiliation_Not_Stated",0.092836099248608
"1316","Swan","Affiliation_Not_Stated",0.114330706731535
"1317","Tangney","Affiliation_Not_Stated",0.0778017906761346
"1318","Bass","Affiliation_Not_Stated",0.0983627576684091
"1319","Braddon","Affiliation_Not_Stated",0.0951905046467061
"1320","Denison","Affiliation_Not_Stated",0.0984762071890263
"1321","Franklin","Affiliation_Not_Stated",0.0898550447121
"1322","Lyons","Affiliation_Not_Stated",0.104154188001159
"1323","Solomon","Affiliation_Not_Stated",0.131992639327024
"1324","Banks","Other_Christianity",0.555457726415907
"1325","Barton","Other_Christianity",0.468555091608973
"1326","Bennelong","Other_Christianity",0.49351088708021
"1327","Berowra","Other_Christianity",0.574885581573319
"1328","Blaxland","Other_Christianity",0.361967109356489
"1329","Bradfield","Other_Christianity",0.494185177933182
"1330","Calare","Other_Christianity",0.654778717657468
"1331","Chifley","Other_Christianity",0.5831250939745
"1332","Cook","Other_Christianity",0.664434122994219
"1333","Cowper","Other_Christianity",0.583467184316964
"1334","Cunningham","Other_Christianity",0.5759531228925
"1335","Dobell","Other_Christianity",0.624952241319679
"1336","Eden-Monaro","Other_Christianity",0.56727732647612
"1337","Farrer","Other_Christianity",0.632592631157917
"1338","Fowler","Other_Christianity",0.472534436567338
"1339","Gilmore","Other_Christianity",0.586591989819587
"1340","Grayndler","Other_Christianity",0.398284422730787
"1341","Greenway","Other_Christianity",0.527578109804862
"1342","Hughes","Other_Christianity",0.658217278141418
"1343","Hume","Other_Christianity",0.687595434182292
"1344","Hunter","Other_Christianity",0.632589737936579
"1345","Kingsford Smith","Other_Christianity",0.488218450685352
"1346","Lindsay","Other_Christianity",0.632395171374051
"1347","Lyne","Other_Christianity",0.64927493588488
"1348","Macarthur","Other_Christianity",0.609161638494416
"1349","Mackellar","Other_Christianity",0.561832209601201
"1350","Macquarie","Other_Christianity",0.584609354290937
"1351","McMahon","Other_Christianity",0.595538514940022
"1352","Mitchell","Other_Christianity",0.605292754906561
"1353","New England","Other_Christianity",0.664345739759949
"1354","Newcastle","Other_Christianity",0.543953580611056
"1355","North Sydney","Other_Christianity",0.469959214669853
"1356","Page","Other_Christianity",0.573404000260462
"1357","Parkes","Other_Christianity",0.669533403551355
"1358","Parramatta","Other_Christianity",0.399638936581173
"1359","Paterson","Other_Christianity",0.641065047270234
"1360","Reid","Other_Christianity",0.457105295802372
"1361","Richmond","Other_Christianity",0.513348255744863
"1362","Riverina","Other_Christianity",0.701677647641756
"1363","Robertson","Other_Christianity",0.598775367832486
"1364","Shortland","Other_Christianity",0.619921868497994
"1365","Sydney","Other_Christianity",0.28496107828306
"1366","Warringah","Other_Christianity",0.508267602245307
"1367","Watson","Other_Christianity",0.434960648812257
"1368","Wentworth","Other_Christianity",0.378075172738736
"1369","Werriwa","Other_Christianity",0.528723715916886
"1370","Whitlam","Other_Christianity",0.641085626702819
"1371","Aston","Other_Christianity",0.503813389619857
"1372","Ballarat","Other_Christianity",0.508487302221206
"1373","Batman","Other_Christianity",0.425432347909835
"1374","Bendigo","Other_Christianity",0.491119943085657
"1375","Bruce","Other_Christianity",0.429860042654858
"1376","Calwell","Other_Christianity",0.532269795028033
"1377","Casey","Other_Christianity",0.479621885907207
"1378","Chisholm","Other_Christianity",0.422906319955814
"1379","Corangamite","Other_Christianity",0.512784172821547
"1380","Corio","Other_Christianity",0.535191043006071
"1381","Deakin","Other_Christianity",0.481141677518295
"1382","Dunkley","Other_Christianity",0.481590216929475
"1383","Flinders","Other_Christianity",0.492818413756529
"1384","Gellibrand","Other_Christianity",0.436748039811347
"1385","Gippsland","Other_Christianity",0.513347477308121
"1386","Goldstein","Other_Christianity",0.449244871612273
"1387","Gorton","Other_Christianity",0.548793093746556
"1388","Higgins","Other_Christianity",0.416427679887451
"1389","Holt","Other_Christianity",0.468397019735058
"1390","Hotham","Other_Christianity",0.455121648473114
"1391","Indi","Other_Christianity",0.549628780243984
"1392","Isaacs","Other_Christianity",0.466951154785582
"1393","Jagajaga","Other_Christianity",0.490093138939293
"1394","Kooyong","Other_Christianity",0.4544920545436
"1395","La Trobe","Other_Christianity",0.482328375633736
"1396","Lalor","Other_Christianity",0.461355092590008
"1397","Mallee","Other_Christianity",0.565405429990255
"1398","Maribyrnong","Other_Christianity",0.529865392395557
"1399","McEwen","Other_Christianity",0.532608561017673
"1400","McMillan","Other_Christianity",0.512781192361241
"1401","Melbourne","Other_Christianity",0.27507063610867
"1402","Melbourne Ports","Other_Christianity",0.30831417367263
"1403","Menzies","Other_Christianity",0.526278364617497
"1404","Murray","Other_Christianity",0.566752947453009
"1405","Scullin","Other_Christianity",0.535564746972668
"1406","Wannon","Other_Christianity",0.559553914040592
"1407","Wills","Other_Christianity",0.427333440723485
"1408","Blair","Other_Christianity",0.57813605354863
"1409","Bonner","Other_Christianity",0.574618627486751
"1410","Bowman","Other_Christianity",0.599527987956991
"1411","Brisbane","Other_Christianity",0.455454700850867
"1412","Capricornia","Other_Christianity",0.637258229412479
"1413","Dawson","Other_Christianity",0.621909684581387
"1414","Dickson","Other_Christianity",0.591570200149586
"1415","Fadden","Other_Christianity",0.541719509834461
"1416","Fairfax","Other_Christianity",0.536856840025415
"1417","Fisher","Other_Christianity",0.555731338146439
"1418","Flynn","Other_Christianity",0.616945311072499
"1419","Forde","Other_Christianity",0.550155593669942
"1420","Griffith","Other_Christianity",0.481184587350526
"1421","Groom","Other_Christianity",0.671513823264194
"1422","Herbert","Other_Christianity",0.584729691314981
"1423","Hinkler","Other_Christianity",0.609589723799544
"1424","Kennedy","Other_Christianity",0.606680896424354
"1425","Leichhardt","Other_Christianity",0.520166242220423
"1426","Lilley","Other_Christianity",0.562211414115669
"1427","Longman","Other_Christianity",0.561706131770638
"1428","Maranoa","Other_Christianity",0.679924022471178
"1429","McPherson","Other_Christianity",0.552157707922654
"1430","Moncrieff","Other_Christianity",0.507177315984357
"1431","Moreton","Other_Christianity",0.445943469888982
"1432","Oxley","Other_Christianity",0.506566408404149
"1433","Petrie","Other_Christianity",0.567555368567211
"1434","Rankin","Other_Christianity",0.508163849479898
"1435","Ryan","Other_Christianity",0.502279729485686
"1436","Wide Bay","Other_Christianity",0.55194143937931
"1437","Wright","Other_Christianity",0.588451751207711
"1438","Adelaide","Other_Christianity",0.431478652063363
"1439","Barker","Other_Christianity",0.527844214854337
"1440","Boothby","Other_Christianity",0.483582415287608
"1441","Grey","Other_Christianity",0.53250787137338
"1442","Hindmarsh","Other_Christianity",0.52943062697512
"1443","Kingston","Other_Christianity",0.445579271244137
"1444","Makin","Other_Christianity",0.502837282066425
"1445","Mayo","Other_Christianity",0.474910512576815
"1446","Port Adelaide","Other_Christianity",0.475180830618535
"1447","Sturt","Other_Christianity",0.530930093849717
"1448","Wakefield","Other_Christianity",0.479446936315521
"1449","Brand","Other_Christianity",0.488009308721445
"1450","Burt","Other_Christianity",0.470270664668445
"1451","Canning","Other_Christianity",0.533297815687655
"1452","Cowan","Other_Christianity",0.520358433120007
"1453","Curtin","Other_Christianity",0.490038317678858
"1454","Durack","Other_Christianity",0.496460460407228
"1455","Forrest","Other_Christianity",0.508334847792767
"1456","Fremantle","Other_Christianity",0.502619311805766
"1457","Hasluck","Other_Christianity",0.499440540933639
"1458","Moore","Other_Christianity",0.559965088087776
"1459","O'Connor","Other_Christianity",0.497218425405172
"1460","Pearce","Other_Christianity",0.502944153434317
"1461","Perth","Other_Christianity",0.451082855882299
"1462","Stirling","Other_Christianity",0.506356011807395
"1463","Swan","Other_Christianity",0.440537991774378
"1464","Tangney","Other_Christianity",0.519668282181789
"1465","Bass","Other_Christianity",0.507630447286709
"1466","Braddon","Other_Christianity",0.526176725945494
"1467","Denison","Other_Christianity",0.43293717349924
"1468","Franklin","Other_Christianity",0.495295433344405
"1469","Lyons","Other_Christianity",0.526341419461605
"1470","Solomon","Other_Christianity",0.456245134133593
"1471","Banks","Other_Religions",0.00580848629397648
"1472","Barton","Other_Religions",0.00479605648100817
"1473","Bennelong","Other_Religions",0.0078722212413449
"1474","Berowra","Other_Religions",0.00800625717637247
"1475","Blaxland","Other_Religions",0.00656800157316912
"1476","Bradfield","Other_Religions",0.00858005054522356
"1477","Calare","Other_Religions",0.00390580720314464
"1478","Chifley","Other_Religions",0.0262715534417231
"1479","Cook","Other_Religions",0.0028188784211875
"1480","Cowper","Other_Religions",0.00615108869718911
"1481","Cunningham","Other_Religions",0.00373921645613366
"1482","Dobell","Other_Religions",0.00396580223910051
"1483","Eden-Monaro","Other_Religions",0.00662904949082034
"1484","Farrer","Other_Religions",0.00978773600658495
"1485","Fowler","Other_Religions",0.0236246662719943
"1486","Gilmore","Other_Religions",0.00380227854084074
"1487","Grayndler","Other_Religions",0.00462166677331083
"1488","Greenway","Other_Religions",0.0497507170703864
"1489","Hughes","Other_Religions",0.00385336798988801
"1490","Hume","Other_Religions",0.00323944069098642
"1491","Hunter","Other_Religions",0.00302303369873161
"1492","Kingsford Smith","Other_Religions",0.0039208277261444
"1493","Lindsay","Other_Religions",0.0112833389894804
"1494","Lyne","Other_Religions",0.00266015772387619
"1495","Macarthur","Other_Religions",0.0101902520251053
"1496","Mackellar","Other_Religions",0.00576663810832204
"1497","Macquarie","Other_Religions",0.00504810931474163
"1498","McMahon","Other_Religions",0.0127826468189394
"1499","Mitchell","Other_Religions",0.0154773938524057
"1500","New England","Other_Religions",0.00389144885569058
"1501","Newcastle","Other_Religions",0.00419749793827842
"1502","North Sydney","Other_Religions",0.00570804941837238
"1503","Page","Other_Religions",0.0122998555158092
"1504","Parkes","Other_Religions",0.00278989443995855
"1505","Parramatta","Other_Religions",0.0267603146285812
"1506","Paterson","Other_Religions",0.00368170793910724
"1507","Reid","Other_Religions",0.00628075999979716
"1508","Richmond","Other_Religions",0.00703012802157937
"1509","Riverina","Other_Religions",0.00274722979837478
"1510","Robertson","Other_Religions",0.00354988482723025
"1511","Shortland","Other_Religions",0.0029830666273671
"1512","Sydney","Other_Religions",0.00460083147683094
"1513","Warringah","Other_Religions",0.00416063511187976
"1514","Watson","Other_Religions",0.00610961331600817
"1515","Wentworth","Other_Religions",0.00269956952372711
"1516","Werriwa","Other_Religions",0.0208414807282556
"1517","Whitlam","Other_Religions",0.00333595701177838
"1518","Aston","Other_Religions",0.0106161988889809
"1519","Ballarat","Other_Religions",0.00575466480623911
"1520","Batman","Other_Religions",0.0110826622012187
"1521","Bendigo","Other_Religions",0.00482612296865441
"1522","Bruce","Other_Religions",0.02752022056993
"1523","Calwell","Other_Religions",0.0187658469984204
"1524","Casey","Other_Religions",0.00599581341435684
"1525","Chisholm","Other_Religions",0.010508799892907
"1526","Corangamite","Other_Religions",0.00457639080217878
"1527","Corio","Other_Religions",0.00560319297500177
"1528","Deakin","Other_Religions",0.0123733020594883
"1529","Dunkley","Other_Religions",0.00495965306478878
"1530","Flinders","Other_Religions",0.0033290297408331
"1531","Gellibrand","Other_Religions",0.00992924043202413
"1532","Gippsland","Other_Religions",0.00379632007418198
"1533","Goldstein","Other_Religions",0.00427427343434764
"1534","Gorton","Other_Religions",0.022250428921957
"1535","Higgins","Other_Religions",0.00481998380740048
"1536","Holt","Other_Religions",0.0310960089183344
"1537","Hotham","Other_Religions",0.0208615877262392
"1538","Indi","Other_Religions",0.00413030595932795
"1539","Isaacs","Other_Religions",0.0119567815888054
"1540","Jagajaga","Other_Religions",0.00536442011317974
"1541","Kooyong","Other_Religions",0.00564651523383691
"1542","La Trobe","Other_Religions",0.0107858009550038
"1543","Lalor","Other_Religions",0.0375765326464562
"1544","Mallee","Other_Religions",0.0050724202067269
"1545","Maribyrnong","Other_Religions",0.0173358790839535
"1546","McEwen","Other_Religions",0.0224764090652944
"1547","McMillan","Other_Religions",0.0077213344571517
"1548","Melbourne","Other_Religions",0.00484675217372901
"1549","Melbourne Ports","Other_Religions",0.0046546554066157
"1550","Menzies","Other_Religions",0.00991744192912745
"1551","Murray","Other_Religions",0.00889474469884631
"1552","Scullin","Other_Religions",0.0326790578153164
"1553","Wannon","Other_Religions",0.00325927245232276
"1554","Wills","Other_Religions",0.00801652416435921
"1555","Blair","Other_Religions",0.00545678266957599
"1556","Bonner","Other_Religions",0.00854737345281129
"1557","Bowman","Other_Religions",0.00544179275233138
"1558","Brisbane","Other_Religions",0.00738926049217333
"1559","Capricornia","Other_Religions",0.00399415457960318
"1560","Dawson","Other_Religions",0.00377446810330531
"1561","Dickson","Other_Religions",0.005368718601377
"1562","Fadden","Other_Religions",0.00528300590039827
"1563","Fairfax","Other_Religions",0.00461348165910766
"1564","Fisher","Other_Religions",0.0042378235298402
"1565","Flynn","Other_Religions",0.00441833949635589
"1566","Forde","Other_Religions",0.00725511456421996
"1567","Griffith","Other_Religions",0.00912421402167441
"1568","Groom","Other_Religions",0.00532020891187775
"1569","Herbert","Other_Religions",0.00481880222711524
"1570","Hinkler","Other_Religions",0.00364108090390617
"1571","Kennedy","Other_Religions",0.0101419251144489
"1572","Leichhardt","Other_Religions",0.0112112098020734
"1573","Lilley","Other_Religions",0.0165598527114674
"1574","Longman","Other_Religions",0.00500641019951279
"1575","Maranoa","Other_Religions",0.00431443736348548
"1576","McPherson","Other_Religions",0.00502040990059364
"1577","Moncrieff","Other_Religions",0.00893398280786125
"1578","Moreton","Other_Religions",0.0221987734503626
"1579","Oxley","Other_Religions",0.0105447889172851
"1580","Petrie","Other_Religions",0.0096773052479328
"1581","Rankin","Other_Religions",0.0151140797512386
"1582","Ryan","Other_Religions",0.00545222773753529
"1583","Wide Bay","Other_Religions",0.00505211369707339
"1584","Wright","Other_Religions",0.00531843007538334
"1585","Adelaide","Other_Religions",0.0142251670047957
"1586","Barker","Other_Religions",0.00675573477001754
"1587","Boothby","Other_Religions",0.00760441385073038
"1588","Grey","Other_Religions",0.00519068987426104
"1589","Hindmarsh","Other_Religions",0.0142220748657779
"1590","Kingston","Other_Religions",0.00641614116371217
"1591","Makin","Other_Religions",0.0124202745067266
"1592","Mayo","Other_Religions",0.00454522512623475
"1593","Port Adelaide","Other_Religions",0.0117150601633785
"1594","Sturt","Other_Religions",0.0160694947725932
"1595","Wakefield","Other_Religions",0.00661069765707539
"1596","Brand","Other_Religions",0.00846178920269213
"1597","Burt","Other_Religions",0.0183903957487919
"1598","Canning","Other_Religions",0.00683470531936384
"1599","Cowan","Other_Religions",0.00938738499781858
"1600","Curtin","Other_Religions",0.00591251562603045
"1601","Durack","Other_Religions",0.00661846955035544
"1602","Forrest","Other_Religions",0.00479805399532087
"1603","Fremantle","Other_Religions",0.00699858508172798
"1604","Hasluck","Other_Religions",0.0096430625831372
"1605","Moore","Other_Religions",0.00527598122072453
"1606","O'Connor","Other_Religions",0.00608355240106394
"1607","Pearce","Other_Religions",0.0109757901813854
"1608","Perth","Other_Religions",0.00839899676490065
"1609","Stirling","Other_Religions",0.0144804504099627
"1610","Swan","Other_Religions",0.0155634656407457
"1611","Tangney","Other_Religions",0.00955611744004682
"1612","Bass","Other_Religions",0.00515829195019683
"1613","Braddon","Other_Religions",0.00343093629112367
"1614","Denison","Other_Religions",0.00725334254142108
"1615","Franklin","Other_Religions",0.00388716909002678
"1616","Lyons","Other_Religions",0.00365182005342551
"1617","Solomon","Other_Religions",0.00818433354722567
